mdb_source_id,data_type,location.country_code,location.subdivision_name,location.municipality,provider,name,urls.direct_download,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on
417,gtfs,US,Michigan,Detroit,Detroit People Mover,,https://www.detroitmi.gov/Portals/0/docs/deptoftransportation/pdfs/PeopleMoverGTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-michigan-detroit-people-mover-gtfs-417.zip?alt=media,,,,,,2022-03-16T15:33:18+00:00
418,gtfs,US,Massachusetts,Attleboro,Greater Attleboro Taunton Regional Transit Authority (GATRA),,http://data.trilliumtransit.com/gtfs/gatra-ma-us/gatra-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-greater-attleboro-taunton-regional-transit-authority-gatra-gtfs-418.zip?alt=media,,41.635806,42.221068,-71.493822,-70.5398689895493,2022-03-16T15:33:23+00:00
419,gtfs,US,Rhode Island,North Kingstown,Vineyard Fast Ferry,,http://data.trilliumtransit.com/gtfs/vineyardfastferry-ri-us/vineyardfastferry-ri-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-rhode-island-vineyard-fast-ferry-gtfs-419.zip?alt=media,,41.4587850841284,41.5866697425203,-71.412781177771,-70.5543602749786,2022-03-16T15:33:24+00:00
420,gtfs,US,Massachusetts,New Bedford,Martha's Vineyard Transit Authority,,http://data.trilliumtransit.com/gtfs/marthasvineyard-ma-us/marthasvineyard-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-marthas-vineyard-transit-authority-gtfs-420.zip?alt=media,,41.3235,41.48053,-70.83645,-70.51051,2022-03-16T15:33:26+00:00
421,gtfs,US,Massachusetts,,Southeastern Regional Transit Authority (SRTA),,http://data.trilliumtransit.com/gtfs/srta-ma-us/srta-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-southeastern-regional-transit-authority-srta-gtfs-421.zip?alt=media,,41.596421,41.781218,-71.220374,-70.879291,2022-03-16T15:33:32+00:00
422,gtfs,US,Massachusetts,Brockton,Brockton Area Transit Authority (BAT),,http://data.trilliumtransit.com/gtfs/brockton-ma-us/brockton-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-brockton-area-transit-authority-bat-gtfs-422.zip?alt=media,,41.984266,42.2844370483635,-71.148856,-70.907489,2022-03-16T15:33:35+00:00
423,gtfs,US,Massachusetts,,Cuttyhunk Ferry Company,,http://data.trilliumtransit.com/gtfs/cuttyhunkferryco-ma-us/cuttyhunkferryco-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-cuttyhunk-ferry-company-gtfs-423.zip?alt=media,,41.4242219874925,41.6337519346306,-70.9230147120056,-70.9185246941147,2022-03-16T15:33:36+00:00
424,gtfs,US,Massachusetts,,Patriots Party Boats,,http://data.trilliumtransit.com/gtfs/patriotpartyboats-ma-us/patriotpartyboats-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-patriots-party-boats-gtfs-424.zip?alt=media,,41.4586245799043,41.543803470417,-70.6070370790062,-70.5544496890602,2022-03-16T15:33:36+00:00
425,gtfs,US,Massachusetts,,Freedom Cruise Line,,http://data.trilliumtransit.com/gtfs/freedomcruiseline-ma-us/freedomcruiseline-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-freedom-cruise-line-gtfs-425.zip?alt=media,,41.2847266932657,41.6674902432958,-70.0927389231024,-70.0595848080215,2022-03-16T15:33:37+00:00
426,gtfs,US,Massachusetts,Nantucket,Nantucket Regional Transit Authority (WAVE),,http://data.trilliumtransit.com/gtfs/nantucket-ma-us/nantucket-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-nantucket-regional-transit-authority-wave-gtfs-426.zip?alt=media,,41.24403,41.3009283,-70.20033,-69.96379,2022-03-16T15:33:39+00:00
427,gtfs,US,Massachusetts,New Bedford,Hy-Line Cruises,,http://data.trilliumtransit.com/gtfs/hylinecruises-ma-us/hylinecruises-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-hy-line-cruises-gtfs-427.zip?alt=media,,41.2846768091449,41.6482986856447,-70.5587982204256,-70.0947968479691,2022-03-16T15:33:40+00:00
428,gtfs,US,Vermont,Rockingham,The Current,,http://data.trilliumtransit.com/gtfs/crtransit-vt-us/crtransit-vt-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-vermont-the-current-gtfs-428.zip?alt=media,,42.7664048,43.704185,-73.1980097605743,-72.227364677934,2022-03-16T15:33:43+00:00
429,gtfs,US,Massachusetts,Franklin,Franklin Regional Transit Authority (FRTA),,https://data.trilliumtransit.com/gtfs/frta-ma-us/frta-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-franklin-regional-transit-authority-frta-gtfs-429.zip?alt=media,,42.3176604081528,42.6280840552401,-72.8769354295876,-72.2627100720056,2022-03-16T15:33:46+00:00
430,gtfs,US,Vermont,Rutland,Marble Valley Regional Transit District (MVRTD),,http://data.trilliumtransit.com/gtfs/thebus-vt-us/thebus-vt-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-vermont-marble-valley-regional-transit-district-mvrtd-gtfs-430.zip?alt=media,,43.16363,44.0107548649426,-73.27599,-72.70519444,2022-03-16T15:33:48+00:00
431,gtfs,US,Massachusetts,,Massachusetts Area Express (MAX),,http://data.trilliumtransit.com/gtfs/truenorthtransit-ma-us/truenorthtransit-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-massachusetts-area-express-max-gtfs-431.zip?alt=media,,,,,,2022-03-16T15:33:49+00:00
432,gtfs,US,Massachusetts,Worcester,Worcester Regional Transit Authority (WRTA),,http://data.trilliumtransit.com/gtfs/wrta-ma-us/wrta-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-worcester-regional-transit-authority-wrta-gtfs-432.zip?alt=media,https://www.massdot.state.ma.us/Portals/0/docs/developers/develop_license_agree.pdf,42.02741795,42.355472,-72.102675,-71.57,2022-03-16T15:33:56+00:00
433,gtfs,US,Massachusetts,,Montachusett Regional Transit Authority (MART),,http://data.trilliumtransit.com/gtfs/montachusett-ma-us/montachusett-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-montachusett-regional-transit-authority-mart-gtfs-433.zip?alt=media,,42.261459,42.68395858,-72.31539171,-71.273123,2022-03-16T15:34:00+00:00
434,gtfs,US,Vermont,Wilmington,MOOver,,http://data.trilliumtransit.com/gtfs/dvtamoover-vt-us/dvtamoover-vt-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-vermont-moover-gtfs-434.zip?alt=media,,42.7664048,43.704185,-73.1980097605743,-72.227364677934,2022-03-16T15:34:02+00:00
435,gtfs,US,Massachusetts,Boston,Bay State Cruise Company,,https://data.trilliumtransit.com/gtfs/baystatecruisecompany-ma-us/baystatecruisecompany-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-bay-state-cruise-company-gtfs-435.zip?alt=media,,42.0491174432191,42.3512795450525,-71.0397913869914,-70.1819217022952,2022-03-16T15:34:03+00:00
436,gtfs,US,Massachusetts,Boston,Coach Company,,http://data.trilliumtransit.com/gtfs/coachcompany-ma-us/coachcompany-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-coach-company-gtfs-436.zip?alt=media,,40.756546,43.086979,-73.991028,-70.803995,2022-03-16T15:34:05+00:00
437,gtfs,US,Massachusetts,Boston,Massachusetts Bay Transportation Authority (MBTA),,https://cdn.mbta.com/MBTA_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-massachusetts-bay-transportation-authority-mbta-gtfs-437.zip?alt=media,https://www.mass.gov/files/documents/2017/10/27/develop_license_agree_0.pdf,41.581289,42.797837,-71.848488,-70.276583,2022-03-16T15:34:14+00:00
438,gtfs,US,Massachusetts,Boston,LimoLiner,,http://data.trilliumtransit.com/gtfs/limoliner-ma-us/limoliner-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-limoliner-gtfs-438.zip?alt=media,,42.29195,42.351074,-71.49106,-71.070511,2022-03-16T15:34:16+00:00
439,gtfs,US,Massachusetts,,MetroWest Regional Transit Authority (MWRTA),,http://vc.mwrta.com/gtfs/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-metrowest-regional-transit-authority-mwrta-gtfs-439.zip?alt=media,,42.1274170057426,42.4000957548676,-71.61249,-71.2431033696594,2022-03-16T15:34:16+00:00
440,gtfs,US,Massachusetts,Boston,128 Business Council,,http://data.trilliumtransit.com/gtfs/route128corridor-ma-us/route128corridor-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-128-business-council-gtfs-440.zip?alt=media,,42.294494670222,42.48272184,-71.2814072379742,-71.14260077,2022-03-16T15:34:19+00:00
441,gtfs,US,Massachusetts,Boston,Massport,,https://data.trilliumtransit.com/gtfs/massport-ma-us/massport-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-massport-gtfs-441.zip?alt=media,http://www.massport.com/media/1651/massportdatalicenseagreement.pdf,42.217363,42.5413002813199,-71.397808,-70.9488375344756,2022-03-16T15:34:21+00:00
442,gtfs,US,Massachusetts,Billerica,Middlesex 3 TMA,,http://data.trilliumtransit.com/gtfs/middlesex-ma-us/middlesex-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-middlesex-3-tma-gtfs-442.zip?alt=media,,42.3630156894176,42.530488,-71.277932,-71.0583318073749,2022-03-16T15:34:23+00:00
443,gtfs,US,Massachusetts,,Yankee Line,,http://data.trilliumtransit.com/gtfs/yankeeline-ma-us/yankeeline-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-yankee-line-gtfs-443.zip?alt=media,,42.349848,42.477762,-71.411371,-71.075101,2022-03-16T15:34:24+00:00
444,gtfs,US,Massachusetts,Lowell,Lowell Regional Transit Authority (LRTA),,http://data.trilliumtransit.com/gtfs/lowell-ma-us/lowell-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-lowell-regional-transit-authority-lrta-gtfs-444.zip?alt=media,,42.480542,42.699281,-71.46796401,-71.1743667754631,2022-03-16T15:34:27+00:00
445,gtfs,US,Massachusetts,,Merrimack Valley Regional Transit Authority (MVRTA),,http://data.trilliumtransit.com/gtfs/merrimackvalley-ma-us/merrimackvalley-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-merrimack-valley-regional-transit-authority-mvrta-gtfs-445.zip?alt=media,,42.349565,42.9102540306502,-71.313978406335,-70.8103630809593,2022-03-16T15:34:30+00:00
446,gtfs,US,Massachusetts,Boston,Boston Harbor Islands Ferries,,http://nationalparkservice.github.io/nps-gtfs/boha/ferries/gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-boston-harbor-islands-ferries-gtfs-446.zip?alt=media,,42.254056,42.3604543,-71.0505213,-70.9016389,2022-03-16T15:34:31+00:00
447,gtfs,US,Massachusetts,,Cape Ann Transportation Authority (CATA),,http://data.trilliumtransit.com/gtfs/capeann-ma-us/capeann-ma-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-cape-ann-transportation-authority-cata-gtfs-447.zip?alt=media,,42.5419781,42.68462803,-70.9430737,-70.5986306,2022-03-16T15:34:34+00:00
448,gtfs,US,Vermont,,Rural Community Transportation (RCT),,http://data.trilliumtransit.com/gtfs/ruralcommunity-vt-us/ruralcommunity-vt-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-vermont-rural-community-transportation-rct-gtfs-448.zip?alt=media,,44.141096561202,45.004295166893,-73.1211839,-71.7685947,2022-03-16T15:34:38+00:00
449,gtfs,US,Vermont,Orange County,Stagecoach Transportation Services (STS),,http://data.trilliumtransit.com/gtfs/stagecoach-vt-us/stagecoach-vt-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-vermont-stagecoach-transportation-services-sts-gtfs-449.zip?alt=media,,43.586506,44.2601842,-72.841917,-72.023504,2022-03-16T15:34:41+00:00
450,gtfs,US,Vermont,,Vermont Translines,,http://data.trilliumtransit.com/gtfs/vttranslines-vt-us/vttranslines-vt-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-vermont-vermont-translines-gtfs-450.zip?alt=media,,42.641635,44.59499685,-73.8091885,-72.27192866,2022-03-16T15:34:43+00:00
451,gtfs,US,New Hampshire,,Advance Transit (AT),,http://whereismybus.advancetransit.com/GTFS/feed.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-hampshire-advance-transit-at-gtfs-451.zip?alt=media,,43.6245117188,43.729133606,-72.343536377,-72.0132064819,2022-03-16T15:34:45+00:00
452,gtfs,US,Maine,,Lakes Region Explorer,,http://trilliumtransit.com/transit_feeds/rtp-me-us/rtp-me-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maine-lakes-region-explorer-gtfs-452.zip?alt=media,,43.6584,44.0533,-70.7135435945,-70.2595,2022-03-16T15:34:47+00:00
453,gtfs,US,Maine,Portland,South Portland,,http://smttracker.com/downloads/gtfs/south-portland-me-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maine-south-portland-gtfs-453.zip?alt=media,http://smttracker.com/developer-terms-of-use/,43.61424,43.657989,-70.357592,-70.230007,2022-03-16T15:34:48+00:00
454,gtfs,US,Maine,Portland,Greater Portland Metro Bus,,http://smttracker.com/downloads/gtfs/greater-portland-me.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maine-greater-portland-metro-bus-gtfs-454.zip?alt=media,http://smttracker.com/developer-terms-of-use/,43.630787,43.913791,-70.448168,-69.96248,2022-03-16T15:34:51+00:00
455,gtfs,US,Colorado,Colorado Springs,Envida,,http://data.trilliumtransit.com/gtfs/dsi-co-us/dsi-co-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-envida-gtfs-455.zip?alt=media,,38.826282,39.034927,-104.816347,-104.092275,2022-03-16T15:34:52+00:00
456,gtfs,US,Colorado,,Durango Transit,,https://durangogov.org/DocumentCenter/View/17688/Durango-Transit-GTFS-Data,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-durango-transit-gtfs-456.zip?alt=media,,37.231543,37.322395,-107.883134,-107.848634,2022-03-16T15:34:53+00:00
457,gtfs,US,New York,Poughkeepsie,Dutchess County,,https://s3.amazonaws.com/datatools-511ny/public/Dutchess_County_Transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-dutchess-county-gtfs-457.zip?alt=media,,41.494007,42.059944,-73.984616,-73.557752,2022-03-16T15:34:58+00:00
458,gtfs,US,California,El Segundo,El Segundo Transportation,,http://data.trilliumtransit.com/gtfs/elsegundo-ca-us/elsegundo-ca-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-el-segundo-transportation-gtfs-458.zip?alt=media,,33.9046426047857,33.9309324789624,-118.421993344071,-118.380819763092,2022-03-16T15:34:59+00:00
459,gtfs,US,Colorado,,Estes Transit,,http://data.trilliumtransit.com/gtfs/estestransit-co-us/estestransit-co-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-estes-transit-gtfs-459.zip?alt=media,,40.360063,40.40197,-105.586547,-105.481515508361,2022-03-16T15:35:00+00:00
460,gtfs,US,,,Express Arrow,,http://mjcaction.com/MJC_GTFS_Public/expressarrow_google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-unknown-express-arrow-gtfs-460.zip?alt=media,,39.750401,45.790281,-109.060475,-95.899628,2022-03-16T15:35:00+00:00
461,gtfs,US,Virginia,,Farmville Area Bus,,http://data.trilliumtransit.com/gtfs/farmville-va-us/farmville-va-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-farmville-area-bus-gtfs-461.zip?alt=media,,37.0880984473502,37.3181906185174,-78.6811734495777,-78.3386927157542,2022-03-16T15:35:03+00:00
462,gtfs,US,New Mexico,Gallup,Gallup Express,,http://mjcaction.com/MJC_GTFS_Public/gallupexpress_google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-mexico-gallup-express-gtfs-462.zip?alt=media,,35.502151,35.628107,-108.837665,-108.606142,2022-03-16T15:35:03+00:00
463,gtfs,US,Virginia,Greensville,Greensville Emporia Transit,,http://data.trilliumtransit.com/gtfs/get-va-us/get-va-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-greensville-emporia-transit-gtfs-463.zip?alt=media,,36.6780173514517,36.7364475332836,-77.5642245870908,-77.5147472038461,2022-03-16T15:35:04+00:00
464,gtfs,US,Michigan,Detroit,Detroit Department of Transportation (DDOT),,https://www.detroitmi.gov/Portals/0/docs/deptoftransportation/pdfs/ddot_gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-michigan-detroit-department-of-transportation-ddot-gtfs-464.zip?alt=media,,42.26179,42.473734,-83.33294,-82.911558,2022-03-16T17:23:21+00:00
465,gtfs,US,New York,Buffalo,Niagara Frontier Transportation Authority (NFTA),,http://www.nfta.com/metro/__googletransit/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-niagara-frontier-transportation-authority-nfta-gtfs-465.zip?alt=media,,42.570072,43.17006,-79.117122,-78.607822,2022-03-16T17:23:28+00:00
466,gtfs,US,Maryland,,Maryland Transit Administration,Local Bus,https://mdotmta-gtfs.s3.amazonaws.com/mdotmta_gtfs_localbus.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-maryland-transit-administration-gtfs-466.zip?alt=media,,38.978294,39.502231,-76.889459,-76.379313,2022-03-16T17:23:35+00:00
467,gtfs,US,Maryland,,Maryland Transit Administration,Commuter Bus,https://mdotmta-gtfs.s3.amazonaws.com/mdotmta_gtfs_commuterbus.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-maryland-transit-administration-gtfs-467.zip?alt=media,,38.349762,39.601879,-77.732109,-76.091627,2022-03-16T17:23:38+00:00
468,gtfs,US,Maryland,,Maryland Transit Administration,MARC Train,https://mdotmta-gtfs.s3.amazonaws.com/mdotmta_gtfs_marc.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-maryland-transit-administration-gtfs-468.zip?alt=media,,38.899036,39.558089,-77.961655,-76.07318,2022-03-16T17:23:39+00:00
469,gtfs,US,Maryland,,Maryland Transit Administration,Light Rail,https://mdotmta-gtfs.s3.amazonaws.com/mdotmta_gtfs_lightrail.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-maryland-transit-administration-gtfs-469.zip?alt=media,,39.171932,39.496307,-76.673208,-76.61611,2022-03-16T17:23:40+00:00
470,gtfs,US,Maryland,,Maryland Transit Administration Metro Subway,Metro SubwayLink,https://mdotmta-gtfs.s3.amazonaws.com/mdotmta_gtfs_metro.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-maryland-transit-administration-metro-subway-gtfs-470.zip?alt=media,,39.2893568,39.4081468,-76.780768,-76.594107,2022-03-16T17:23:41+00:00
471,gtfs,US,North Carolina,Raleigh,Capital Area Transit (GoRaleigh),,http://data.trilliumtransit.com/gtfs/capital-area-transit-nc-us/capital-area-transit-nc-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-north-carolina-capital-area-transit-goraleigh-gtfs-471.zip?alt=media,https://goraleigh.org/developer-terms-and-conditions,35.573104,35.990455,-78.80199,-78.323486,2022-03-16T17:23:45+00:00
472,gtfs,US,North Carolina,Rocky Mount,Tar River Transit,,http://data.trilliumtransit.com/gtfs/tarriver-nc-us/tarriver-nc-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-north-carolina-tar-river-transit-gtfs-472.zip?alt=media,,35.9165111341703,36.0626996354895,-77.8990993389975,-77.745024054245,2022-03-16T17:23:47+00:00
473,gtfs,US,Virginia,Hampton,Hampton Roads Transit (HRT),,http://googletf.gohrt.com/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-hampton-roads-transit-hrt-gtfs-473.zip?alt=media,,36.709858,37.286199,-76.708169,-75.972374,2022-03-16T17:23:52+00:00
474,gtfs,US,Virginia,Williamsburg,Williamsburg Area Transit Authority (WATA),,http://www.gowata.org/DocumentCenter/View/500,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-williamsburg-area-transit-authority-wata-gtfs-474.zip?alt=media,,37.19292,37.41068,-76.82154,-76.51867,2022-03-16T17:23:55+00:00
475,gtfs,US,District of Columbia,Kent,Delmarva Community Transit,,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/Delmarva_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-district-of-columbia-delmarva-community-transit-gtfs-475.zip?alt=media,https://github.com/mobilityequity/maryland-local-gtfs/blob/master/README.md,38.366366,39.281552,-76.23424,-75.596215,2022-03-16T17:23:56+00:00
476,gtfs,US,Maryland,,St. Mary's Transit System (STS),,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/SM_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-st-marys-transit-system-sts-gtfs-476.zip?alt=media,https://github.com/mobilityequity/maryland-local-gtfs/blob/master/README.md,38.108913,38.500123,-76.832048,-76.365933,2022-03-16T17:23:57+00:00
477,gtfs,US,Maryland,,Prince George's County (The Bus),,https://data.trilliumtransit.com/gtfs/princegeorgescounty-md-us/princegeorgescounty-md-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-prince-georges-county-the-bus-gtfs-477.zip?alt=media,,38.6716394992679,39.02222,-77.016687,-76.7089410933423,2022-03-16T17:24:01+00:00
478,gtfs,US,Virginia,,Virginia Railway Express (VRE),,http://www.vre.org/gtfs/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-virginia-railway-express-vre-gtfs-478.zip?alt=media,,38.22099,38.89955,-77.52548,-77.00472,2022-03-16T17:24:02+00:00
479,gtfs,US,Maryland,St. Charles,Charles County VanGo,,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/Charles_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-charles-county-vango-gtfs-479.zip?alt=media,http://www.mdtrip.org/commuter-tools/developer-resources/,38.365716,38.676048,-77.220834,-76.772132,2022-03-16T17:24:03+00:00
480,gtfs,US,Maryland,,Calvert County Public Transportation,,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/Calvert_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-calvert-county-public-transportation-gtfs-480.zip?alt=media,,38.322869,38.725993,-76.78077042,-76.406352,2022-03-16T17:24:04+00:00
481,gtfs,US,Virginia,Woodbridge,Potomac and Rappahannock Transportation Commission (PRTC),,http://www.prtctransit.org/feeds/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-potomac-and-rappahannock-transportation-commission-prtc-gtfs-481.zip?alt=media,,38.475418,38.931923,-77.637254,-76.992477,2022-03-16T17:24:07+00:00
482,gtfs,US,Virginia,Alexandria,Alexandria Transit Company (DASH),,http://dashbus.com/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-alexandria-transit-company-dash-gtfs-482.zip?alt=media,,38.797661,38.869018,-77.142937,-77.040077,2022-03-16T17:24:09+00:00
483,gtfs,US,Virginia,Fairfax,Fairfax Connector,,https://www.fairfaxcounty.gov/connector/sites/connector/files/Assets/connector_gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-fairfax-connector-gtfs-483.zip?alt=media,https://www.fairfaxcounty.gov/connector/bustracker/data,38.68777,39.013594,-77.465336,-77.023716,2022-03-16T17:24:19+00:00
484,gtfs,US,Virginia,Fairfax,Fairfax CUE Bus (CUE),,http://www.fairfaxva.gov/Home/ShowDocument?id=6713,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-fairfax-cue-bus-cue-gtfs-484.zip?alt=media,,38.834623,38.878837,-77.3328054577,-77.2623,2022-03-16T17:24:21+00:00
485,gtfs,US,Virginia,Arlington,Arlington Transit,,http://realtime.commuterpage.com/rtt/public/utility/gtfs.aspx,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-arlington-transit-gtfs-485.zip?alt=media,,38.8394,38.925182,-77.162273,-77.049105,2022-03-16T17:24:23+00:00
486,gtfs,US,District of Columbia,Washington,DC Circulator,,https://extranet.ddot.dc.gov/ddot_data/gtfs/dc-circulator.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-district-of-columbia-dc-circulator-gtfs-486.zip?alt=media,https://octo.dc.gov/page/district-columbia-data-policy,38.845883,38.928722,-77.071558,-76.975457,2022-03-16T17:24:30+00:00
487,gtfs,US,District of Columbia,Washington,DC Streetcar,,http://data.trilliumtransit.com/gtfs/dcstreetcar-dc-us/dcstreetcar-dc-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-district-of-columbia-dc-streetcar-gtfs-487.zip?alt=media,,38.897421983202,38.90030625,-77.00466218,-76.9667291977875,2022-03-16T17:24:31+00:00
488,gtfs,US,Maryland,Montgomery,Montgomery County Department of Transportation (Ride On),,https://www.montgomerycountymd.gov/DOT-Transit/Resources/Files/GTFS/RideOnGTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-ride-on-gtfs-488.zip?alt=media,,38.93569,39.288508,-77.418659,-76.930802,2022-03-16T17:24:38+00:00
489,gtfs,US,Maryland,,Regional Transportation Agency of Central Maryland (RTA),,http://data.trilliumtransit.com/gtfs/centralmarylandrta-md-us/centralmarylandrta-md-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-regional-transportation-agency-of-central-maryland-rta-gtfs-489.zip?alt=media,,38.999445,39.29077,-76.91581,-76.724395,2022-03-16T17:24:41+00:00
490,gtfs,US,Maryland,Baltimore,BWI Thurgood Marshall Airport (BWI) Shuttle,,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/BWI_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-bwi-thurgood-marshall-airport-bwi-shuttle-gtfs-490.zip?alt=media,,39.1792093971593,39.1925816967402,-76.6942399031105,-76.658497,2022-03-16T17:24:42+00:00
491,gtfs,US,Maryland,Annapolis,Annapolis Transit,,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/Annapolis_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-annapolis-transit-gtfs-491.zip?alt=media,,38.92884,39.0486949672717,-76.5673055566884,-76.481211,2022-03-16T17:24:43+00:00
492,gtfs,US,Maryland,,Queen Anne's County Ride,,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/QA_GTFS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-maryland-queen-annes-county-ride-gtfs-492.zip?alt=media,,38.763999,39.046898,-76.543942,-76.055024,2022-03-16T17:24:44+00:00
